,Name,Year,Rating,Votes
3759,Kids in America,2005,5.9,2517.0
3760,Las mantenidas sin sueños,2005,7.0,431.0
3761,Chain of Fools,2000,6.1,3693.0
3762,Tiempo de valientes,2005,7.6,5097.0
3763,Ciao,2008,6.4,2161.0
3764,Arráncame la vida,2008,7.5,1879.0
3765,13 game sayawng,2006,6.8,5140.0
3766,Harold,2008,5.5,1790.0
3767,Churchill: The Hollywood Years,2004,5.0,2259.0
3768,Journey to the End of the Night,2006,5.9,2337.0
3769,Open Window,2006,6.1,914.0
3770,Left Behind II: Tribulation Force,2002,5.2,3360.0
3771,Sin noticias de Dios,2001,6.5,5058.0
3772,Loveless in Los Angeles,2007,5.0,439.0
3773,Rovdyr,2008,5.1,3693.0
3774,Gojira tai Mosura tai Mekagojira: Tôkyô S.O.S.,2003,6.6,2884.0
3775,Fuk sau,2009,6.6,5770.0
3776,The Singles Ward,2002,6.3,1218.0
3777,The Merry Gentleman,2008,6.6,2533.0
3778,Blue,2009,3.8,3951.0
3779,Les Dalton,2004,3.2,2936.0
3780,Mulberry St,2006,5.6,5203.0
3781,Accused at 17,2009,5.6,1126.0
3782,Paa,2009,7.2,10290.0
3783,Rinne,2005,6.2,5696.0
3784,Caótica Ana,2007,6.5,4088.0
3785,Fly Me to the Moon,2008,4.5,3894.0
3786,L'uomo che ama,2008,5.7,653.0
3787,Sex Lives of the Potato Men,2004,4.7,2166.0
3788,Le premier jour du reste de ta vie,2008,7.6,8307.0
3789,10th & Wolf,2006,6.4,5857.0
3790,Hush,2008,6.0,6164.0
3791,Omaret yakobean,2006,7.5,5170.0
3792,Gönül Yarasi,2005,7.8,8481.0
3793,Funny Money,2006,5.3,2708.0
3794,Chandni Chowk to China,2009,4.0,6840.0
3795,London to Brighton,2006,7.0,7814.0
3796,The Truth About Love,2005,5.4,3860.0
3797,The Horseman,2008,6.6,4435.0
3798,Northfork,2003,6.4,5070.0
3799,Chromophobia,2005,6.2,1838.0
3800,Colour Me Kubrick: A True...ish Story,2005,6.2,5973.0
3801,Bullet Boy,2004,6.5,2247.0
3802,After Last Season,2009,5.5,7476.0
3803,Dans Paris,2006,6.5,3696.0
3804,Crush,2009,4.6,1324.0
3805,Prey for Rock & Roll,2003,6.2,1825.0
3806,Personal Velocity: Three Portraits,2002,6.6,3277.0
3807,Dead Fish,2005,5.4,3084.0
3808,Headless Horseman,2007,3.9,891.0
3809,Duane Hopwood,2005,6.7,2153.0
3810,Tau kwai mo jeu,2002,5.0,148.0
3811,The First $20 Million Is Always the Hardest,2002,5.6,2944.0
3812,Aurore,2005,7.4,1327.0
3813,Dream State,2009,6.4,51.0
3814,Neo Ned,2005,7.2,1464.0
3815,Look,2007,6.7,1580.0
3816,Evil Things,2009,4.2,1455.0
3817,Ignition,2001,5.0,880.0
3818,Hannah Takes the Stairs,2007,5.6,1497.0
3819,Wanted,2009,6.6,16119.0
3820,Der Tunnel,2001,7.8,5661.0
3821,The 24th Day,2004,6.6,3311.0
3822,Headspace,2005,4.7,1713.0
3823,Not Forgotten,2009,4.8,2357.0
3824,Partition,2007,7.0,2357.0
3825,Comme un frère,2005,5.2,863.0
3826,Staten Island,2009,5.9,4788.0
3827,Avaze gonjeshk-ha,2008,7.9,7864.0
3828,Women of the Night,2001,4.1,222.0
3829,Survival Island,2002,2.4,3785.0
3830,The Stoneman Murders,2009,7.4,1979.0
3831,Subconscious Cruelty,2000,5.2,1337.0
3832,Magadheera,2009,7.7,15036.0
3833,Le serpent,2006,6.5,2328.0
3834,Shamelessly She-Hulk,2009,6.8,25.0
3835,Winter of Frozen Dreams,2009,4.7,653.0
3836,Disgrace,2008,6.6,4929.0
3837,Smash Cut,2009,3.7,1193.0
3838,Krabat,2008,6.1,5741.0
3839,Brooklyn Rules,2007,6.4,5261.0
3840,Orgies and the Meaning of Life,2008,3.1,264.0
3841,Wan pisu firumu: sutorongu warudo,2009,7.7,3535.0
3842,Crossover,2006,2.1,8872.0
3843,Columbus Day,2008,5.4,3122.0
3844,Taiyô no uta,2006,7.4,1309.0
3845,Uncle Nino,2003,6.8,610.0
3846,Bran Nue Dae,2009,6.3,1569.0
3847,Dhadkan,2000,6.8,5957.0
3848,Farm House,2008,5.6,2175.0
3849,The Adventures of Greyfriars Bobby,2005,6.3,434.0
3850,Le bal des actrices,2009,6.7,971.0
3851,Passion of Mind,2000,5.6,2948.0
3852,Nói albinói,2003,7.4,8499.0
3853,Nothing,2003,6.3,5468.0
3854,Teacher's Pet,2004,5.8,1377.0
3855,Boy Eats Girl,2005,5.1,3587.0
3856,Interview with the Assassin,2002,6.6,1710.0
3857,Caffeine,2006,5.6,2457.0
3858,Yun shui yao,2006,6.2,395.0
3859,Zombie Honeymoon,2004,4.6,2274.0
3860,The Tesseract,2003,5.4,1174.0
3861,Khakee,2004,7.5,13338.0
3862,Kaante,2002,6.6,4036.0
3863,Fatso,2008,5.6,4073.0
3864,House of Boys,2009,6.6,988.0
3865,Into the Sun,2005,4.5,6487.0
3866,The Last Shot,2004,5.7,3946.0
3867,Before the Rains,2007,6.6,1877.0
3868,Kruistocht in spijkerbroek,2006,6.1,3292.0
3869,Alles is liefde,2007,7.0,6933.0
3870,Decoys,2004,4.6,4306.0
3871,Provoked: A True Story,2006,6.6,1923.0
3872,Amy's Orgasm,2001,5.2,1644.0
3873,Rejsen til Saturn,2008,5.7,2250.0
3874,Dinner Rush,2000,7.3,4595.0
3875,Whirlygirl,2006,5.9,1203.0
3876,La doppia ora,2009,6.7,3348.0
3877,Hero Wanted,2008,5.7,6714.0
3878,Finding Amanda,2008,5.6,3113.0
3879,Visioneers,2008,6.1,5424.0
3880,Flakes,2007,6.0,3237.0
3881,The Fever,2004,6.0,951.0
3882,I'll Be There,2003,6.5,1348.0
3883,Red Dust,2004,6.9,2053.0
3884,The Fourth Angel,2001,5.4,2803.0
3885,Grand Champion,2002,4.4,630.0
3886,Crazy Eights,2006,4.0,2962.0
3887,Enticement,2000,6.1,77.0
3888,Route 666,2001,4.4,2861.0
3889,Hokkabaz,2006,7.5,24626.0
3890,Groove,2000,6.5,3789.0
3891,Malevolent,2002,5.3,487.0
3892,Naken,2000,5.1,1739.0
3893,Second to Die,2002,5.8,287.0
3894,Cruel World,2005,3.9,1163.0
3895,Hu die,2004,7.0,849.0
3896,Grilled,2006,5.2,5142.0
3897,Make the Yuletide Gay,2009,6.4,2939.0
3898,Music Within,2007,7.4,5291.0
3899,Command Performance,2009,5.7,2920.0
3900,Gekijô-ban Naruto: Daikatsugeki! Yukihime ninpôchô dattebayo!!,2004,6.8,4366.0
3901,The Extreme Team,2003,3.6,204.0
3902,The Saddest Music in the World,2003,7.2,5407.0
3903,Horror,2003,3.4,941.0
3904,The Hard Word,2002,6.0,3373.0
3905,The Pumpkin Karver,2006,3.3,1307.0
3906,Bluffmaster!,2005,6.7,5058.0
3907,Agents secrets,2004,5.5,4068.0
3908,Al sur de Granada,2003,6.2,723.0
3909,Wake,2009,5.7,1794.0
3910,Gangster,2006,7.2,4541.0
3911,Levottomat,2000,5.6,3485.0
3912,L'ultimo bacio,2001,7.0,7327.0
3913,Vercingétorix,2001,2.7,4773.0
3914,Love's Abiding Joy,2006,7.1,1519.0
3915,Big B,2007,7.5,1783.0
3916,Erosion,2005,4.8,168.0
3917,Bachna Ae Haseeno,2008,6.2,8828.0
3918,Offside,2006,7.3,6626.0
3919,Amateur Porn Star Killer 2,2008,3.9,579.0
3920,Imaginary Heroes,2004,7.2,9046.0
3921,The Shortcut,2009,5.1,3058.0
3922,Her Minor Thing,2005,5.4,1548.0
3923,"Have Dreams, Will Travel",2007,7.5,1450.0
3924,Kiss Kiss (Bang Bang),2001,6.3,1685.0
3925,Frost,2008,5.8,524.0
3926,Love at First Hiccup,2009,5.8,2823.0
3927,Curse of the Pink Panties,2007,4.1,101.0
3928,Écorchés,2005,5.3,81.0
3929,9 rota,2005,7.1,18127.0
3930,The Story of O: Untold Pleasures,2002,5.3,214.0
3931,Lonesome Jim,2005,6.6,7274.0
3932,Undiscovered,2005,4.3,2676.0
3933,Normal Adolescent Behavior,2007,5.3,2301.0
3934,Azumi,2003,6.9,13691.0
3935,Shottas,2002,6.3,3699.0
3936,Lucky Luke,2009,4.8,3421.0
3937,Fantasías,2003,5.2,37.0
3938,On the Line,2001,4.1,3835.0
3939,Crocodile 2: Death Swamp,2002,3.7,1602.0
3940,L'inverno,2002,5.9,35.0
3941,Welcome,2007,6.8,14306.0
3942,Paranoid,2000,3.9,2054.0
3943,The Emperor's New Clothes,2001,7.0,2300.0
3944,Frayed,2007,5.7,1220.0
3945,Rohtenburg,2006,5.3,2890.0
3946,Fay Grim,2006,6.3,3843.0
3947,Even Money,2006,5.9,4124.0
3948,Interview,2007,6.8,12784.0
3949,Turn the River,2007,6.0,1605.0
3950,Mein Führer - Die wirklich wahrste Wahrheit über Adolf Hitler,2007,5.4,3742.0
3951,One Point O,2004,6.1,5223.0
3952,Jack and Jill vs. the World,2008,5.6,2720.0
3953,Jaane Tu... Ya Jaane Na,2008,7.5,22265.0
3954,Pervert!,2005,4.7,2192.0
3955,Don McKay,2009,5.9,2152.0
3956,Five Fingers,2006,6.4,7402.0
3957,Embrassez qui vous voudrez,2002,6.7,2251.0
3958,Luster,2002,5.4,1072.0
3959,The Intended,2002,6.0,293.0
3960,Control,2004,6.2,6693.0
3961,Mangal Pandey: The Rising,2005,6.7,8468.0
3962,Naisu no mori: The First Contact,2005,6.9,2064.0
3963,Köshpendiler,2005,6.0,3522.0
3964,Trolösa,2000,7.5,3016.0
3965,A Shot at Glory,2000,6.3,1976.0
3966,Christmas Angel,2009,6.6,955.0
3967,MVP: Most Valuable Primate,2000,3.9,2006.0
3968,Downloading Nancy,2008,5.8,2478.0
3969,Wake of Death,2004,5.8,8055.0
3970,Was nützt die Liebe in Gedanken,2004,7.1,3698.0
3971,Slingshot,2005,4.7,601.0
3972,Is Anybody There?,2008,6.8,4360.0
3973,The Baxter,2005,6.6,4431.0
3974,A Fork in the Road,2009,6.1,1031.0
3975,Dark House,2009,5.0,2047.0
3976,Love on the Side,2004,5.7,731.0
3977,Teenage Dirtbag,2009,7.1,2756.0
3978,Irina Palm,2007,7.2,6802.0
3979,Ruang rak noi nid mahasan,2003,7.6,10336.0
3980,Helen,2009,6.3,1708.0
3981,Chacun sa nuit,2006,5.5,1157.0
3982,Sinav,2006,6.5,7552.0
3983,Dependencia sexual,2003,6.1,743.0
3984,Dikkenek,2006,6.9,3733.0
3985,Musafir,2004,5.5,1492.0
3986,Raaz: The Mystery Continues,2009,5.7,2778.0
3987,Weather Girl,2009,5.9,2925.0
3988,Conversations with God,2006,6.6,2031.0
3989,The Newcomers,2000,4.9,298.0
3990,Cookies & Cream,2008,3.2,156.0
3991,Julie and Jack,2003,1.8,416.0
3992,Flores negras,2009,4.9,161.0
3993,Deal,2008,5.4,4207.0
3994,Home of Phobia,2004,5.4,1450.0
3995,Minä ja Morrison,2001,4.9,1766.0
3996,The Miracle Maker,2000,7.2,1196.0
3997,Pane e tulipani,2000,7.4,8436.0
3998,Hotel,2001,4.4,1869.0
3999,Sleep Dealer,2008,5.9,6069.0
4000,Levity,2003,6.4,6000.0
4001,Plots with a View,2002,6.6,4483.0
4002,Mississippi Damned,2009,7.5,774.0
4003,Poor White Trash,2000,5.2,1186.0
4004,When Nietzsche Wept,2007,6.5,3850.0
4005,Finder's Fee,2001,6.5,2025.0
4006,September Dawn,2007,5.8,2757.0
4007,Prendimi l'anima,2002,6.8,1473.0
4008,Rottweiler,2004,3.1,1964.0
4009,Las 13 rosas,2007,6.9,1528.0
4010,Gojira tai Megagirasu: Jî shômetsu sakusen,2000,6.3,2665.0
4011,Wah-Wah,2005,6.9,2766.0
4012,The Boynton Beach Bereavement Club,2005,6.5,829.0
4013,Odysseus & the Isle of Mists,2008,4.3,656.0
4014,Chestnut: Hero of Central Park,2004,5.6,917.0
4015,Trailer Park Boys: Countdown to Liquor Day,2009,7.4,6249.0
4016,Yogen,2004,6.3,3780.0
4017,Sol Goode,2003,5.5,1073.0
4018,Spy School,2008,4.7,1425.0
4019,The Last Sin Eater,2007,5.9,1675.0
4020,School for Seduction,2004,5.2,1036.0
4021,Bruno,2000,6.2,1261.0
4022,Shake Hands with the Devil,2007,7.7,2959.0
4023,Dhol,2007,6.1,3746.0
4024,Stories USA,2007,2.9,486.0
4025,Popstar,2005,2.6,2859.0
4026,Nanking,2007,7.8,3167.0
4027,Edges of the Lord,2001,7.0,3205.0
4028,Back to the Secret Garden,2000,5.9,758.0
4029,Octane,2003,4.3,2913.0
4030,Slow Burn,2005,5.8,3489.0
4031,Zivot i smrt porno bande,2009,6.0,1729.0
4032,The Pool Boys,2009,4.7,2299.0
4033,You Are Here,2007,6.0,743.0
4034,Dust,2001,6.6,1981.0
4035,Beneath Still Waters,2005,3.9,1655.0
4036,Anita & Me,2002,6.5,1539.0
4037,Bollywood/Hollywood,2002,6.0,2371.0
4038,Kabluey,2007,6.7,4155.0
4039,The Honeymooners,2005,3.1,6697.0
4040,The King,2005,6.6,6903.0
4041,Qian li zou dan qi,2005,7.4,4573.0
4042,Nocturna,2007,7.4,1790.0
4043,Le voyage du ballon rouge,2007,6.7,3615.0
4044,Brat 2,2000,7.9,9563.0
4045,Tahaan,2008,7.2,706.0
4046,Dark Mirror,2007,4.8,1263.0
4047,Someone's Knocking at the Door,2009,4.2,1285.0
4048,A Day in the Life,2009,5.4,518.0
4049,Un barrage contre le Pacifique,2008,6.2,641.0
4050,Nobel Son,2007,6.4,5264.0
4051,Requiem,2006,7.0,5244.0
4052,The Architect,2006,5.6,1047.0
4053,The Curiosity of Chance,2006,6.7,2570.0
4054,The Poet,2007,5.3,944.0
4055,Johnny Got His Gun,2008,7.0,259.0
4056,Saamy,2003,7.4,1208.0
4057,Canciones de amor en Lolita's Club,2007,4.5,451.0
4058,Hangman's Curse,2003,5.0,2312.0
4059,Brice de Nice,2005,5.0,5709.0
4060,Russkaya Lolita,2007,5.0,204.0
4061,Zinda,2006,4.9,2870.0
4062,Take,2007,6.1,1337.0
4063,Quid Pro Quo,2008,6.2,2158.0
4064,Appurushido: Ekusu makina,2007,7.1,8911.0
4065,The Picture of Dorian Gray,2005,4.6,480.0
4066,Illegal Aliens,2007,3.4,830.0
4067,El final de la noche,2003,5.5,31.0
4068,Stardom,2000,5.7,1564.0
4069,The Lodge,2008,4.0,1133.0
4070,Illusion,2004,7.1,360.0
4071,The Magic Flute,2006,6.6,1013.0
4072,Loaded,2008,4.7,2709.0
4073,Suzhou he,2000,7.5,3600.0
4074,Alabama Moon,2009,6.6,1206.0
4075,The Cry of the Owl,2009,6.0,4122.0
4076,Full of It,2007,5.6,3142.0
4077,Baltic Storm,2003,3.9,959.0
4078,Strandvaskaren,2004,4.6,1827.0
4079,Insatiable Wives,2000,4.7,110.0
4080,Day of Wrath,2006,5.6,1630.0
4081,Across the Hall,2009,6.1,3831.0
4082,Mary,2005,5.9,1713.0
4083,Life in a Metro,2007,7.4,9248.0
4084,The Last Patrol,2000,3.6,1271.0
4085,Strangers,2007,5.1,309.0
4086,Believe in Me,2006,7.1,852.0
4087,The Mostly Unfabulous Social Life of Ethan Green,2005,6.2,1883.0
4088,Good Advice,2001,6.2,6250.0
4089,Brain Dead,2007,5.2,989.0
4090,The Final Season,2007,6.7,2304.0
4091,Shah-re ziba,2004,7.8,3993.0
4092,Herr Lehmann,2003,7.2,5962.0
4093,Sivaji,2007,7.5,14412.0
4094,Josh,2000,6.2,8340.0
4095,San geng,2002,6.2,3082.0
4096,Birds of America,2008,6.2,5064.0
4097,Gamle mænd i nye biler,2002,6.8,8149.0
4098,Manuale d'amore 2 (Capitoli successivi),2007,5.5,1797.0
4099,The Pit and the Pendulum,2009,2.7,364.0
4100,Bride Flight,2008,7.0,2357.0
4101,The Year of Getting to Know Us,2008,4.8,837.0
4102,The Cutter,2005,5.2,1831.0
4103,Yo soy la Juani,2006,5.0,1145.0
4104,Qianxi mànbo,2001,7.0,3812.0
4105,American Violet,2008,7.1,2246.0
4106,The Caller,2008,5.6,1031.0
4107,Samsara,2001,7.8,6845.0
4108,L'esquive,2003,6.9,2679.0
4109,Hwal,2005,7.2,9760.0
4110,The Halo Effect,2004,5.6,169.0
4111,The Calcium Kid,2004,5.6,4322.0
4112,The Game of Their Lives,2005,6.2,2888.0
4113,Musallat,2007,6.2,3546.0
4114,Repo Chick,2009,3.9,588.0
4115,The Black Waters of Echo's Pond,2009,4.4,1019.0
4116,Raaz,2002,6.5,2190.0
4117,Blue Fire,2002,6.9,33.0
4118,Sof Ha'Olam Smola,2004,7.1,1030.0
4119,Hazaaron Khwaishein Aisi,2003,8.0,4246.0
4120,Crazy,2000,6.6,3705.0
4121,Wild Tigers I Have Known,2006,6.2,1942.0
4122,Fat Slags,2004,2.5,3713.0
4123,Filth and Wisdom,2008,5.6,2301.0
4124,Wilbur Wants to Kill Himself,2002,6.9,7260.0
4125,Corporate,2006,6.5,1740.0
4126,Blessed,2004,4.2,1990.0
4127,Arranged,2007,7.4,2577.0
4128,Kisna: The Warrior Poet,2005,4.6,1222.0
4129,All Roads Lead Home,2008,6.0,695.0
4130,Ekai Eksho,2006,0.0,0.0
4131,Aurora Borealis,2005,6.8,1569.0
4132,Moondance Alexander,2007,6.3,1106.0
4133,Machuca,2004,7.8,9975.0
4134,Her Best Move,2007,5.6,2113.0
4135,Chingoo,2001,7.4,4260.0
4136,Money Hai Toh Honey Hai,2008,2.8,484.0
4137,Palermo Shooting,2008,6.3,2522.0
4138,Goemon,2009,6.8,4876.0
4139,Jaan-E-Mann: Let's Fall in Love... Again,2006,6.4,7271.0
4140,"Weyt a minit, kapeng mainit",2001,8.3,6.0
4141,Furîzu mî,2000,6.2,1622.0
4142,That Evening Sun,2009,7.1,2464.0
4143,State Property 2,2005,4.5,1285.0
4144,Sanada Kunoichi Ninpo-den Kasumi Tanjo! Sarutobisasuke,2007,8.0,6.0
4145,The Book of Revelation,2006,5.4,1305.0
4146,Azur et Asmar,2006,7.4,2361.0
4147,Jwalamukhi,2000,4.4,17.0
4148,Kokoda,2006,6.2,2619.0
4149,Nefes: Vatan Sagolsun,2009,8.2,28726.0
4150,Shooters,2002,5.7,1052.0
4151,Relative Strangers,2006,5.3,3542.0
4152,Laskar Pelangi,2008,7.8,1667.0
4153,Dorothy Mills,2008,6.1,4953.0
4154,Nunta muta,2008,8.0,4792.0
4155,Time Share,2000,5.8,1268.0
4156,Tony,2009,6.2,2896.0
4157,Vincere,2009,6.9,4859.0
4158,L'âge des ténèbres,2007,6.9,2654.0
4159,Land of Plenty,2004,6.5,3560.0
4160,Si j'étais toi,2007,6.4,3290.0
4161,What Goes Up,2009,5.7,1728.0
4162,Die Wolke,2006,6.5,2478.0
4163,Sex Drive,2003,4.9,96.0
4164,Fix,2008,6.3,840.0
4165,'77,2007,6.8,296.0
4166,Un novio para mi mujer,2008,6.8,2815.0
4167,Mad About Mambo,2000,6.0,1807.0
4168,Apaharan,2005,7.4,3630.0
4169,Ein Leben lang kurze Hosen tragen,2002,7.0,486.0
4170,Pintu Terlarang,2009,6.9,1517.0
4171,The Second Chance,2006,6.8,1207.0
4172,Imagining Argentina,2003,6.3,3045.0
4173,Back by Midnight,2004,4.9,423.0
4174,Yonayona pengin,2009,5.3,129.0
4175,Lockdown,2000,6.2,2243.0
4176,Les filles du botaniste,2006,6.7,2110.0
4177,Troubled Waters,2006,5.1,449.0
4178,Three and Out,2008,6.2,1917.0
4179,Ichi,2008,6.7,3110.0
4180,The Wild Blue Yonder,2005,6.3,3059.0
4181,Suffering Man's Charity,2007,4.8,745.0
4182,Tooth and Nail,2007,4.9,3523.0
4183,The Lost Coast,2008,4.8,419.0
4184,Humboldt County,2008,6.4,2281.0
4185,Belphégor - Le fantôme du Louvre,2001,4.4,4261.0
4186,Sakuran,2006,7.0,1503.0
4187,Kaze ga tsuyoku fuiteiru,2009,6.9,51.0
4188,Sivi kamion crvene boje,2004,7.4,3963.0
4189,How to Be,2008,5.7,3589.0
4190,Non ti muovere,2004,7.1,7259.0
4191,2:22,2008,5.2,1200.0
4192,Just Sex,2001,6.6,8.0
4193,Science Fiction,2002,6.0,330.0
4194,Shankar Dada MBBS,2004,7.4,1299.0
4195,Off the Map,2003,7.2,3114.0
4196,Rails & Ties,2007,6.8,3736.0
4197,Mutants,2009,5.6,3684.0
4198,I cento passi,2000,7.7,4471.0
4199,The Man from Elysian Fields,2001,6.7,3897.0
4200,Laaga Chunari Mein Daag: Journey of a Woman,2007,5.4,2069.0
4201,Jayam,2002,6.2,175.0
4202,Villmark,2003,6.3,4896.0
4203,Gong fu guan lan,2008,4.8,2988.0
4204,Who Made the Potatoe Salad?,2006,4.6,283.0
4205,Ten Minutes Older: The Trumpet,2002,7.3,2950.0
4206,Aksar,2006,4.9,915.0
4207,The Work and the Glory,2004,6.8,922.0
4208,Kansen,2004,6.1,4874.0
4209,Muyeong geom,2005,6.5,2666.0
4210,Nightstalker,2002,3.4,1040.0
4211,Slovenka,2009,6.3,2839.0
4212,42plus,2007,5.6,126.0
4213,Baekmanjangja-ui cheot-sarang,2006,7.3,4297.0
4214,Marmoulak,2004,8.6,10107.0
4215,Poster Boy,2004,6.2,1251.0
4216,Piccadilly Jim,2005,6.0,872.0
4217,Deewangee,2002,6.6,2105.0
4218,Aegan,2008,4.8,1282.0
4219,Only the Brave,2006,5.5,718.0
4220,Xerex,2003,6.2,29.0
4221,Lan Yu,2001,7.2,1950.0
4222,Hardwired,2009,4.7,3889.0
4223,The Dark Hours,2005,6.1,5057.0
4224,Bab'Aziz,2005,7.6,2614.0
4225,Home Room,2002,7.3,3078.0
4226,L'homme de chevet,2009,6.8,934.0
4227,Kya Yehi Pyaar Hai,2002,3.8,384.0
4228,The Seduction of Dr. Fugazzi,2009,3.3,397.0
4229,Rub & Tug,2002,4.9,543.0
4230,Romanzo criminale,2005,7.2,7617.0
4231,Mo gong,2006,6.7,3625.0
4232,Ritânâ,2002,6.5,10715.0
4233,Tamamono,2004,6.2,124.0
4234,Lajja,2001,6.8,2245.0
4235,Phir Hera Pheri,2006,6.6,11176.0
4236,Princesas,2005,7.0,4470.0
4237,Dying Breed,2008,5.5,5165.0
4238,Broken,2006,5.7,1250.0
4239,Gwai wik,2006,6.1,4499.0
4240,Sathyam,2008,5.1,100.0
4241,Table for Three,2009,5.5,2880.0
4242,Forbidden Lust,2004,8.4,34.0
4243,Main Aurr Mrs Khanna,2009,3.7,2342.0
4244,San taam,2007,7.2,6169.0
4245,JoJo's Bizarre Adventure: Phantom Blood,2007,7.9,134.0
4246,Gekijô ban Naruto: Shippûden - Kizuna,2008,7.1,2869.0
4247,Baghban,2003,7.5,12915.0
4248,Alai Payuthey,2000,8.3,3840.0
4249,Stateside,2004,6.0,1785.0
4250,Krodh,2000,4.3,167.0
4251,Broderskab,2009,6.9,2916.0
4252,Rosario Tijeras,2005,6.4,2087.0
4253,Rosenstrasse,2003,6.8,2139.0
4254,Sa majesté Minor,2007,4.1,735.0
4255,Cheats,2002,6.2,4142.0
4256,Luck by Chance,2009,7.1,8578.0
4257,Honeydripper,2007,6.7,1786.0
4258,Moving McAllister,2007,5.3,3504.0
4259,Tsar,2009,6.9,2529.0
4260,Venkovský ucitel,2008,7.0,1264.0
4261,Cavedweller,2004,5.7,550.0
4262,Purple Violets,2007,6.5,2927.0
4263,Pimpin' Pee Wee,2009,4.6,91.0
4264,Ennemis publics,2005,7.4,18.0
4265,Athadu,2005,8.3,9679.0
4266,Hip Hip Hora!,2004,5.3,4132.0
4267,Mibu gishi den,2002,7.6,4363.0
4268,Mere Aagosh Mein,2000,5.6,8.0
4269,Chinatown Film Project,2009,5.0,19.0
4270,Borstal Boy,2000,6.8,2170.0
4271,The Last Drop,2006,4.6,2386.0
4272,Jibeuro,2002,7.9,4461.0
4273,The Last Run,2004,4.9,1187.0
4274,Dus Kahaniyaan,2007,5.8,1387.0
4275,Fingerprints,2006,5.0,2353.0
4276,Das Wunder von Bern,2003,6.8,6082.0
4277,Zelary,2003,7.7,3096.0
4278,La Nana,2009,7.3,5179.0
4279,Sonbahar,2008,7.8,4521.0
4280,Kovil,2003,5.6,176.0
4281,Underclassman,2005,4.1,5149.0
4282,Battle for Haditha,2007,7.0,6866.0
4283,Double Whammy,2001,5.7,3255.0
4284,Tokyo Noir,2004,6.4,23.0
4285,Cado dalle nubi,2009,6.4,3565.0
4286,Otis E.,2009,7.4,72.0
4287,Pingpong,2006,6.6,748.0
4288,Garam Masala,2005,6.8,11342.0
4289,La belle bête,2006,5.7,413.0
4290,Vaaranam Aayiram,2008,8.0,6579.0
4291,Skin,2008,6.9,2998.0
4292,Remake,2003,7.7,623.0
4293,Shadow People,2007,6.0,81.0
4294,You Are Alone,2005,6.5,371.0
4295,The Blue Horse,2009,6.9,21.0
4296,Drona,2008,2.1,2195.0
4297,Wolke 9,2008,6.7,1381.0
4298,Return to Sender,2004,6.4,2223.0
4299,Hum Tumhare Hain Sanam,2002,5.4,5712.0
4300,Gouttes d'eau sur pierres brûlantes,2000,6.9,5419.0
4301,La petite Lili,2003,6.3,1533.0
4302,Death Tunnel,2005,2.7,4751.0
4303,The Bleeding,2009,3.0,934.0
4304,Thr3e,2006,5.1,4234.0
4305,Les chevaliers du ciel,2005,5.8,4032.0
4306,Stash,2007,3.1,254.0
4307,Seeing Other People,2004,5.9,2242.0
4308,7/G Rainbow Colony,2004,7.8,1708.0
4309,My Name Is Modesty: A Modesty Blaise Adventure,2004,4.6,2256.0
4310,Meri Biwi Ka Jawab Nahin,2004,4.6,608.0
4311,Shank,2009,6.3,2287.0
4312,Yeh Lamhe Judaai Ke,2004,4.3,1442.0
4313,Le loup de la côte Ouest,2002,5.8,42.0
4314,Fat Girls,2006,5.2,531.0
4315,Girlfriend,2004,3.3,302.0
4316,House of Love,2000,5.5,149.0
4317,Chain Kulii Ki Main Kulii,2007,5.4,667.0
4318,Manmadhan,2004,7.1,1047.0
4319,Vallavan,2006,4.7,688.0
4320,Blue Car,2002,6.7,3243.0
4321,Shin yôjo densetsu: seirên,2004,4.7,146.0
4322,Accidents Happen,2009,6.1,2466.0
4323,Respiro,2002,7.0,4277.0
4324,Jopog manura,2001,6.5,2887.0
4325,Born,2007,3.6,486.0
4326,Wounded Love,2004,6.7,990.0
4327,Spiral,2007,6.5,3413.0
4328,Séraphine,2008,7.4,5414.0
4329,It's a Free World...,2007,7.0,5194.0
4330,Noviembre,2003,7.8,3718.0
4331,Baby on Board,2009,4.2,3106.0
4332,La habitación azul,2002,6.3,420.0
4333,Salmer fra kjøkkenet,2003,7.3,7544.0
4334,The Bridge of San Luis Rey,2004,5.1,3134.0
4335,Tuhog,2001,7.1,73.0
4336,The Skeptic,2009,5.7,3738.0
4337,Niji no megami,2006,7.4,1014.0
4338,Bob the Butler,2005,5.7,3495.0
4339,Nyfes,2004,7.6,3814.0
4340,Gadar: Ek Prem Katha,2001,7.1,8718.0
4341,The Lost Skeleton of Cadavra,2001,7.0,4356.0
4342,The Vintner's Luck,2009,5.7,693.0
4343,The Groomsmen,2006,6.2,4122.0
4344,Netaji Subhas Chandra Bose: The Forgotten Hero,2005,7.5,807.0
4345,Minnale,2001,7.6,1428.0
4346,Black Water Transit,2009,6.8,244.0
4347,In a Dark Place,2006,4.4,2245.0
4348,Gekijô ban Bleach: Fade to Black - Kimi no na o yobu,2008,7.3,1474.0
4349,Keramat,2009,6.6,201.0
4350,Pasanga,2009,7.6,664.0
4351,Hak se wui: Yi wo wai kwai,2006,7.4,5000.0
4352,Beauty and the Beast: A Latter-Day Tale,2007,6.1,471.0
4353,Briar Patch,2003,4.3,1250.0
4354,The Heavy,2009,5.0,1895.0
